id,city,month,avg_high_tem,avg_low_tem,extreme_high_tem,extreme_low_tem,avg_air_quality,best_air,best_air_date,worst_air,worst_air_date
26337,平顶山,2016年10月历史天气,19℃,12℃,31℃,4℃,0,0,10/01,0,10/01
26338,平顶山,2016年09月历史天气,29℃,18℃,35℃,13℃,0,0,09/01,0,09/01
26339,平顶山,2016年08月历史天气,31℃,23℃,35℃,17℃,0,0,08/01,0,08/01
26340,平顶山,2016年07月历史天气,32℃,24℃,37℃,21℃,0,0,07/01,0,07/01
26341,平顶山,2016年06月历史天气,31℃,21℃,37℃,16℃,0,0,06/01,0,06/01
26342,平顶山,2016年05月历史天气,26℃,16℃,32℃,11℃,0,0,05/01,0,05/01
26343,平顶山,2016年04月历史天气,23℃,13℃,31℃,6℃,0,0,04/01,0,04/01
26344,平顶山,2016年03月历史天气,17℃,6℃,23℃,0℃,0,0,03/01,0,03/01
26345,平顶山,2016年02月历史天气,11℃,1℃,17℃,-4℃,0,0,02/01,0,02/01
26346,平顶山,2016年01月历史天气,6℃,-2℃,15℃,-10℃,0,0,01/01,0,01/01
26347,平顶山,2015年12月历史天气,8℃,0℃,15℃,-5℃,0,0,12/01,0,12/01
26348,平顶山,2015年11月历史天气,10℃,5℃,19℃,-6℃,0,0,11/01,0,11/01
26349,平顶山,2015年10月历史天气,23℃,12℃,29℃,6℃,0,0,10/01,0,10/01
26350,平顶山,2015年09月历史天气,27℃,18℃,31℃,14℃,0,0,09/01,0,09/01
26351,平顶山,2015年08月历史天气,30℃,22℃,36℃,20℃,0,0,08/01,0,08/01
26352,平顶山,2015年07月历史天气,31℃,23℃,37℃,20℃,0,0,07/01,0,07/01
26353,平顶山,2015年06月历史天气,29℃,21℃,37℃,17℃,0,0,06/01,0,06/01
26354,平顶山,2015年05月历史天气,28℃,17℃,32℃,13℃,0,0,05/01,0,05/01
26355,平顶山,2015年04月历史天气,21℃,10℃,32℃,2℃,0,0,04/01,0,04/01
26356,平顶山,2015年03月历史天气,16℃,6℃,26℃,-1℃,0,0,03/01,0,03/01
26357,平顶山,2015年02月历史天气,10℃,1℃,17℃,-4℃,0,0,02/01,0,02/01
26358,平顶山,2015年01月历史天气,9℃,0℃,15℃,-6℃,0,0,01/01,0,01/01
26359,平顶山,2014年12月历史天气,9℃,0℃,16℃,-5℃,0,0,12/01,0,12/01
26360,平顶山,2014年11月历史天气,14℃,5℃,20℃,2℃,0,0,11/01,0,11/01
26361,平顶山,2014年10月历史天气,22℃,13℃,28℃,9℃,0,0,10/01,0,10/01
26362,平顶山,2014年09月历史天气,24℃,17℃,30℃,14℃,0,0,09/01,0,09/01
26363,平顶山,2014年08月历史天气,30℃,21℃,38℃,17℃,0,0,08/01,0,08/01
26364,平顶山,2014年07月历史天气,35℃,24℃,40℃,21℃,0,0,07/01,0,07/01
26365,平顶山,2014年06月历史天气,32℃,21℃,39℃,19℃,0,0,06/01,0,06/01
26366,平顶山,2014年05月历史天气,28℃,17℃,37℃,9℃,0,0,05/01,0,05/01
26367,平顶山,2014年04月历史天气,22℃,11℃,28℃,8℃,0,0,04/01,0,04/01
26368,平顶山,2014年03月历史天气,18℃,7℃,28℃,1℃,0,0,03/01,0,03/01
26369,平顶山,2014年02月历史天气,7℃,0℃,17℃,-8℃,0,0,02/01,0,02/01
26370,平顶山,2014年01月历史天气,10℃,0℃,18℃,-5℃,0,0,01/01,0,01/01
26371,平顶山,2013年12月历史天气,10℃,0℃,16℃,-6℃,0,0,12/01,0,12/01
26372,平顶山,2013年11月历史天气,14℃,5℃,22℃,-2℃,0,0,11/01,0,11/01
26373,平顶山,2013年10月历史天气,24℃,11℃,33℃,6℃,0,0,10/01,0,10/01
26374,平顶山,2013年09月历史天气,27℃,17℃,34℃,11℃,0,0,09/01,0,09/01
26375,平顶山,2013年08月历史天气,34℃,25℃,39℃,18℃,0,0,08/01,0,08/01
26376,平顶山,2013年07月历史天气,33℃,25℃,37℃,23℃,0,0,07/01,0,07/01
26377,平顶山,2013年06月历史天气,32℃,22℃,39℃,16℃,0,0,06/01,0,06/01
26378,平顶山,2013年05月历史天气,28℃,18℃,37℃,13℃,0,0,05/01,0,05/01
26379,平顶山,2013年04月历史天气,22℃,11℃,33℃,2℃,0,0,04/01,0,04/01
26380,平顶山,2013年03月历史天气,17℃,6℃,28℃,0℃,0,0,03/01,0,03/01
26381,平顶山,2013年02月历史天气,8℃,0℃,17℃,-5℃,0,0,02/01,0,02/01
26382,平顶山,2013年01月历史天气,6℃,-3℃,14℃,-7℃,0,0,01/01,0,01/01
26383,平顶山,2012年12月历史天气,5℃,-1℃,14℃,-5℃,0,0,12/01,0,12/01
26384,平顶山,2012年11月历史天气,14℃,4℃,20℃,0℃,0,0,11/01,0,11/01
26385,平顶山,2012年10月历史天气,23℃,12℃,29℃,6℃,0,0,10/01,0,10/01
26386,平顶山,2012年09月历史天气,27℃,17℃,30℃,10℃,0,0,09/01,0,09/01
26387,平顶山,2012年08月历史天气,30℃,22℃,34℃,16℃,0,0,08/01,0,08/01
26388,平顶山,2012年07月历史天气,32℃,24℃,36℃,22℃,0,0,07/01,0,07/01
26389,平顶山,2012年06月历史天气,33℃,22℃,38℃,18℃,0,0,06/01,0,06/01
26390,平顶山,2012年05月历史天气,28℃,18℃,32℃,15℃,0,0,05/01,0,05/01
26391,平顶山,2012年04月历史天气,22℃,11℃,29℃,7℃,0,0,04/01,0,04/01
26392,平顶山,2012年03月历史天气,13℃,4℃,24℃,0℃,0,0,03/01,0,03/01
26393,平顶山,2012年02月历史天气,7℃,-1℃,14℃,-5℃,0,0,02/01,0,02/01
26394,平顶山,2012年01月历史天气,4℃,-3℃,11℃,-8℃,0,0,01/01,0,01/01
26395,平顶山,2011年12月历史天气,7℃,-1℃,12℃,-3℃,0,0,12/01,0,12/01
26396,平顶山,2011年11月历史天气,13℃,6℃,19℃,-2℃,0,0,11/01,0,11/01
26397,平顶山,2011年10月历史天气,21℃,11℃,29℃,6℃,0,0,10/01,0,10/01
26398,平顶山,2011年09月历史天气,22℃,15℃,32℃,10℃,0,0,09/01,0,09/01
26399,平顶山,2011年08月历史天气,29℃,21℃,35℃,18℃,0,0,08/01,0,08/01
26400,平顶山,2011年07月历史天气,32℃,24℃,37℃,21℃,0,0,07/01,0,07/01
26401,平顶山,2011年06月历史天气,32℃,22℃,40℃,19℃,0,0,06/01,0,06/01
26402,平顶山,2011年05月历史天气,26℃,16℃,35℃,11℃,0,0,05/01,0,05/01
26403,平顶山,2011年04月历史天气,23℃,10℃,33℃,1℃,0,0,04/01,0,04/01
26404,平顶山,2011年03月历史天气,15℃,3℃,24℃,-2℃,0,0,03/01,0,03/01
26405,平顶山,2011年02月历史天气,8℃,0℃,17℃,-5℃,0,0,02/01,0,02/01
26406,平顶山,2011年01月历史天气,4℃,-5℃,9℃,-8℃,0,0,01/01,0,01/01
26407,濮阳,2022年04月历史天气,21℃,10℃,34℃,3℃,64,25,04/30,104,04/23
26408,濮阳,2022年03月历史天气,16℃,5℃,23℃,0℃,151,26,03/17,276,03/15
26409,濮阳,2022年02月历史天气,7℃,-1℃,19℃,-6℃,82,27,02/26,138,02/13
26410,濮阳,2022年01月历史天气,4℃,-2℃,10℃,-5℃,162,64,01/31,261,01/10
26411,濮阳,2021年12月历史天气,8℃,-2℃,16℃,-11℃,144,27,12/17,261,12/10
26412,濮阳,2021年11月历史天气,14℃,2℃,21℃,-3℃,117,15,11/07,220,11/05
26413,濮阳,2021年10月历史天气,18℃,9℃,30℃,1℃,121,7,10/05,235,10/31
26414,濮阳,2021年09月历史天气,26℃,17℃,32℃,12℃,55,15,09/19,96,09/10
26415,濮阳,2021年08月历史天气,29℃,21℃,32℃,17℃,42,19,08/12,65,08/18
26416,濮阳,2021年07月历史天气,31℃,23℃,37℃,21℃,37,16,07/28,59,07/06
26417,濮阳,2021年06月历史天气,32℃,22℃,38℃,14℃,64,21,06/17,108,06/09
26418,濮阳,2021年05月历史天气,26℃,15℃,36℃,9℃,63,15,05/16,111,05/25
26419,濮阳,2021年04月历史天气,19℃,9℃,28℃,2℃,254,27,04/25,482,04/16
26420,濮阳,2021年03月历史天气,14℃,5℃,23℃,-1℃,269,39,03/06,500,03/15
26421,濮阳,2021年02月历史天气,12℃,0℃,27℃,-6℃,109,45,02/07,173,02/14
26422,濮阳,2021年01月历史天气,6℃,-5℃,16℃,-15℃,177,53,01/31,302,01/24
26423,濮阳,2020年12月历史天气,5℃,-4℃,11℃,-13℃,222,42,12/13,402,12/27
26424,濮阳,2020年11月历史天气,13℃,4℃,23℃,-2℃,140,19,11/17,262,11/13
26425,濮阳,2020年10月历史天气,19℃,9℃,28℃,4℃,101,49,10/02,154,10/29
26426,濮阳,2020年09月历史天气,28℃,17℃,35℃,15℃,72,28,09/11,117,09/22
26427,濮阳,2020年08月历史天气,30℃,23℃,34℃,19℃,54,12,08/06,97,08/30
26428,濮阳,2020年07月历史天气,30℃,22℃,35℃,20℃,62,32,07/12,93,07/10
26429,濮阳,2020年06月历史天气,31℃,21℃,37℃,17℃,82,26,06/17,138,06/05
26430,濮阳,2020年05月历史天气,28℃,16℃,36℃,11℃,264,28,05/08,500,05/17
26431,濮阳,2020年04月历史天气,20℃,8℃,34℃,2℃,89,52,04/27,127,04/07
26432,濮阳,2020年03月历史天气,17℃,5℃,28℃,-1℃,96,20,03/26,173,03/07
26433,濮阳,2020年02月历史天气,10℃,0℃,19℃,-5℃,156,27,02/14,285,02/20
26434,濮阳,2020年01月历史天气,5℃,-2℃,13℃,-7℃,206,51,01/27,361,01/04
26435,濮阳,2019年12月历史天气,6℃,-1℃,11℃,-8℃,213,47,12/17,380,12/09
26436,濮阳,2019年11月历史天气,14℃,5℃,21℃,-3℃,172,31,11/03,313,11/23
26437,濮阳,2019年10月历史天气,21℃,12℃,33℃,6℃,90,11,10/04,169,10/28
26438,濮阳,2019年09月历史天气,27℃,17℃,33℃,14℃,62,19,09/15,106,09/25
26439,濮阳,2019年08月历史天气,30℃,22℃,33℃,18℃,58,18,08/11,98,08/27
26440,濮阳,2019年07月历史天气,33℃,25℃,38℃,21℃,68,25,07/06,112,07/03
26441,濮阳,2019年06月历史天气,33℃,23℃,37℃,19℃,89,40,06/20,139,06/21
26442,濮阳,2019年05月历史天气,27℃,15℃,38℃,10℃,86,33,05/27,140,05/14
26443,濮阳,2019年04月历史天气,20℃,9℃,29℃,3℃,93,29,04/25,158,04/28
26444,濮阳,2019年03月历史天气,17℃,4℃,26℃,-1℃,101,38,03/21,165,03/01
26445,濮阳,2019年02月历史天气,6℃,-2℃,12℃,-8℃,255,39,02/09,471,02/05
26446,濮阳,2019年01月历史天气,5℃,-4℃,12℃,-9℃,218,63,01/15,374,01/24
26447,濮阳,2018年12月历史天气,5℃,-3℃,12℃,-11℃,186,48,12/23,325,12/20
26448,濮阳,2018年11月历史天气,14℃,3℃,21℃,-2℃,219,38,11/07,400,11/27
26449,濮阳,2018年10月历史天气,22℃,9℃,28℃,4℃,115,57,10/29,173,10/31
26450,濮阳,2018年09月历史天气,26℃,16℃,34℃,11℃,62,35,09/05,89,09/02
26451,濮阳,2018年08月历史天气,31℃,23℃,36℃,20℃,61,23,08/19,99,08/27
26452,濮阳,2018年07月历史天气,32℃,25℃,37℃,21℃,63,25,07/14,101,07/06
26453,濮阳,2018年06月历史天气,32℃,21℃,36℃,16℃,73,12,06/25,134,06/21
26454,濮阳,2018年05月历史天气,26℃,16℃,33℃,13℃,69,31,05/20,108,05/16
26455,濮阳,2018年04月历史天气,22℃,10℃,31℃,1℃,77,26,04/06,129,04/10
26456,濮阳,2018年03月历史天气,16℃,5℃,29℃,-1℃,135,26,03/04,245,03/10
26457,濮阳,2018年02月历史天气,8℃,-3℃,18℃,-12℃,149,25,02/12,274,02/27
26458,濮阳,2018年01月历史天气,3℃,-5℃,11℃,-9℃,230,28,01/03,433,01/17
26459,濮阳,2017年12月历史天气,8℃,-3℃,13℃,-7℃,176,27,12/16,325,12/29
26460,濮阳,2017年11月历史天气,13℃,2℃,24℃,-3℃,107,0,11/01,215,11/16
26461,濮阳,2017年10月历史天气,17℃,9℃,24℃,0℃,0,0,10/01,0,10/01
26462,濮阳,2017年09月历史天气,27℃,17℃,32℃,14℃,0,0,09/01,0,09/01
26463,濮阳,2017年08月历史天气,31℃,22℃,37℃,16℃,0,0,08/01,0,08/01
26464,濮阳,2017年07月历史天气,32℃,24℃,37℃,19℃,0,0,07/01,0,07/01
26465,濮阳,2017年06月历史天气,31℃,19℃,36℃,14℃,0,0,06/01,0,06/01
26466,濮阳,2017年05月历史天气,29℃,16℃,38℃,9℃,0,0,05/01,0,05/01
26467,濮阳,2017年04月历史天气,22℃,10℃,32℃,4℃,0,0,04/01,0,04/01
26468,濮阳,2017年03月历史天气,14℃,2℃,20℃,-3℃,0,0,03/01,0,03/01
26469,濮阳,2017年02月历史天气,9℃,-1℃,20℃,-6℃,0,0,02/01,0,02/01
26470,濮阳,2017年01月历史天气,4℃,-3℃,11℃,-8℃,0,0,01/01,0,01/01
26471,濮阳,2016年12月历史天气,7℃,-1℃,14℃,-6℃,0,0,12/01,0,12/01
26472,濮阳,2016年11月历史天气,12℃,2℃,22℃,-8℃,0,0,11/01,0,11/01
26473,濮阳,2016年10月历史天气,19℃,11℃,31℃,-2℃,0,0,10/01,0,10/01
26474,濮阳,2016年09月历史天气,28℃,17℃,32℃,11℃,0,0,09/01,0,09/01
26475,濮阳,2016年08月历史天气,30℃,22℃,35℃,15℃,0,0,08/01,0,08/01
26476,濮阳,2016年07月历史天气,31℃,23℃,35℃,19℃,0,0,07/01,0,07/01
26477,濮阳,2016年06月历史天气,31℃,20℃,37℃,17℃,0,0,06/01,0,06/01
26478,濮阳,2016年05月历史天气,26℃,15℃,32℃,9℃,0,0,05/01,0,05/01
26479,濮阳,2016年04月历史天气,23℃,12℃,32℃,6℃,0,0,04/01,0,04/01
26480,濮阳,2016年03月历史天气,16℃,4℃,25℃,-3℃,0,0,03/01,0,03/01
26481,濮阳,2016年02月历史天气,8℃,-1℃,15℃,-7℃,0,0,02/01,0,02/01
26482,濮阳,2016年01月历史天气,3℃,-5℃,11℃,-16℃,0,0,01/01,0,01/01
26483,濮阳,2015年12月历史天气,6℃,-2℃,10℃,-6℃,0,0,12/01,0,12/01
26484,濮阳,2015年11月历史天气,9℃,2℃,19℃,-8℃,0,0,11/01,0,11/01
26485,濮阳,2015年10月历史天气,22℃,9℃,28℃,4℃,0,0,10/01,0,10/01
26486,濮阳,2015年09月历史天气,26℃,16℃,30℃,9℃,0,0,09/01,0,09/01
26487,濮阳,2015年08月历史天气,30℃,21℃,33℃,18℃,0,0,08/01,0,08/01
26488,濮阳,2015年07月历史天气,32℃,22℃,39℃,20℃,0,0,07/01,0,07/01
26489,濮阳,2015年06月历史天气,30℃,19℃,37℃,16℃,0,0,06/01,0,06/01
26490,濮阳,2015年05月历史天气,27℃,15℃,33℃,12℃,0,0,05/01,0,05/01
26491,濮阳,2015年04月历史天气,20℃,9℃,30℃,3℃,0,0,04/01,0,04/01
26492,濮阳,2015年03月历史天气,15℃,3℃,25℃,-4℃,0,0,03/01,0,03/01
26493,濮阳,2015年02月历史天气,8℃,-1℃,17℃,-6℃,0,0,02/01,0,02/01
26494,濮阳,2015年01月历史天气,6℃,-3℃,14℃,-7℃,0,0,01/01,0,01/01
26495,濮阳,2014年12月历史天气,7℃,-4℃,14℃,-8℃,0,0,12/01,0,12/01
26496,濮阳,2014年11月历史天气,13℃,3℃,18℃,-2℃,0,0,11/01,0,11/01
26497,濮阳,2014年10月历史天气,22℃,11℃,27℃,7℃,0,0,10/01,0,10/01
26498,濮阳,2014年09月历史天气,25℃,16℃,31℃,13℃,0,0,09/01,0,09/01
26499,濮阳,2014年08月历史天气,30℃,20℃,35℃,17℃,0,0,08/01,0,08/01
26500,濮阳,2014年07月历史天气,32℃,22℃,37℃,19℃,0,0,07/01,0,07/01
26501,濮阳,2014年06月历史天气,30℃,20℃,35℃,16℃,0,0,06/01,0,06/01
26502,濮阳,2014年05月历史天气,28℃,15℃,38℃,7℃,0,0,05/01,0,05/01
26503,濮阳,2014年04月历史天气,22℃,11℃,27℃,5℃,0,0,04/01,0,04/01
26504,濮阳,2014年03月历史天气,17℃,5℃,26℃,-3℃,0,0,03/01,0,03/01
26505,濮阳,2014年02月历史天气,5℃,-2℃,12℃,-11℃,0,0,02/01,0,02/01
26506,濮阳,2014年01月历史天气,7℃,-3℃,15℃,-8℃,0,0,01/01,0,01/01
26507,濮阳,2013年12月历史天气,7℃,-3℃,13℃,-9℃,0,0,12/01,0,12/01
26508,濮阳,2013年11月历史天气,13℃,1℃,19℃,-7℃,0,0,11/01,0,11/01
26509,濮阳,2013年10月历史天气,22℃,9℃,29℃,2℃,0,0,10/01,0,10/01
26510,濮阳,2013年09月历史天气,27℃,16℃,32℃,10℃,0,0,09/01,0,09/01
26511,濮阳,2013年08月历史天气,33℃,23℃,37℃,18℃,0,0,08/01,0,08/01
26512,濮阳,2013年07月历史天气,31℃,24℃,35℃,21℃,0,0,07/01,0,07/01
26513,濮阳,2013年06月历史天气,31℃,20℃,36℃,14℃,0,0,06/01,0,06/01
26514,濮阳,2013年05月历史天气,27℃,15℃,33℃,11℃,0,0,05/01,0,05/01
26515,濮阳,2013年04月历史天气,20℃,7℃,32℃,2℃,0,0,04/01,0,04/01
26516,濮阳,2013年03月历史天气,15℃,3℃,27℃,-3℃,0,0,03/01,0,03/01
26517,濮阳,2013年02月历史天气,5℃,-2℃,13℃,-10℃,0,0,02/01,0,02/01
26518,濮阳,2013年01月历史天气,2℃,-5℃,8℃,-12℃,0,0,01/01,0,01/01
26519,濮阳,2012年12月历史天气,2℃,-5℃,9℃,-11℃,0,0,12/01,0,12/01
26520,濮阳,2012年11月历史天气,12℃,1℃,19℃,-4℃,0,0,11/01,0,11/01
26521,濮阳,2012年10月历史天气,22℃,10℃,28℃,3℃,0,0,10/01,0,10/01
26522,濮阳,2012年09月历史天气,26℃,15℃,28℃,8℃,0,0,09/01,0,09/01
26523,濮阳,2012年08月历史天气,29℃,21℃,34℃,15℃,0,0,08/01,0,08/01
26524,濮阳,2012年07月历史天气,32℃,23℃,36℃,21℃,0,0,07/01,0,07/01
26525,濮阳,2012年06月历史天气,32℃,20℃,37℃,18℃,0,0,06/01,0,06/01
26526,濮阳,2012年05月历史天气,28℃,16℃,32℃,14℃,0,0,05/01,0,05/01
26527,濮阳,2012年04月历史天气,22℃,11℃,28℃,8℃,0,0,04/01,0,04/01
26528,濮阳,2012年03月历史天气,11℃,2℃,22℃,-3℃,0,0,03/01,0,03/01
26529,濮阳,2012年02月历史天气,5℃,-3℃,11℃,-9℃,0,0,02/01,0,02/01
26530,濮阳,2012年01月历史天气,2℃,-5℃,6℃,-9℃,0,0,01/01,0,01/01
26531,濮阳,2011年12月历史天气,4℃,-4℃,9℃,-8℃,0,0,12/01,0,12/01
26532,濮阳,2011年11月历史天气,12℃,4℃,19℃,-4℃,0,0,11/01,0,11/01
26533,濮阳,2011年10月历史天气,20℃,10℃,27℃,3℃,0,0,10/01,0,10/01
26534,濮阳,2011年09月历史天气,23℃,14℃,31℃,9℃,0,0,09/01,0,09/01
26535,濮阳,2011年08月历史天气,28℃,21℃,34℃,19℃,0,0,08/01,0,08/01
26536,濮阳,2011年07月历史天气,32℃,22℃,36℃,19℃,0,0,07/01,0,07/01
26537,濮阳,2011年06月历史天气,32℃,20℃,37℃,16℃,0,0,06/01,0,06/01
26538,濮阳,2011年05月历史天气,25℃,14℃,34℃,10℃,0,0,05/01,0,05/01
26539,濮阳,2011年04月历史天气,21℃,7℃,31℃,0℃,0,0,04/01,0,04/01
26540,濮阳,2011年03月历史天气,13℃,1℃,22℃,-4℃,0,0,03/01,0,03/01
26541,濮阳,2011年02月历史天气,7℃,-3℃,16℃,-9℃,0,0,02/01,0,02/01
26542,濮阳,2011年01月历史天气,3℃,-8℃,8℃,-11℃,0,0,01/01,0,01/01
26543,莆田,2022年04月历史天气,24℃,15℃,31℃,6℃,71,14,04/02,128,04/06
26544,莆田,2022年03月历史天气,21℃,11℃,27℃,2℃,113,10,03/28,216,03/15
26545,莆田,2022年02月历史天气,13℃,9℃,24℃,5℃,72,7,02/17,138,02/16
26546,莆田,2022年01月历史天气,14℃,9℃,21℃,-1℃,94,13,01/28,176,01/26
26547,莆田,2021年12月历史天气,16℃,9℃,26℃,-3℃,66,20,12/21,113,12/09
26548,莆田,2021年11月历史天气,21℃,15℃,27℃,3℃,109,11,11/22,207,11/01
26549,莆田,2021年10月历史天气,25℃,20℃,33℃,7℃,73,8,10/14,138,10/27
26550,莆田,2021年09月历史天气,32℃,24℃,35℃,16℃,35,8,09/22,62,09/15
26551,莆田,2021年08月历史天气,31℃,25℃,34℃,20℃,30,8,08/31,52,08/15
26552,莆田,2021年07月历史天气,33℃,26℃,37℃,23℃,41,7,07/16,75,07/28
26553,莆田,2021年06月历史天气,30℃,24℃,36℃,20℃,37,11,06/22,64,06/01
26554,莆田,2021年05月历史天气,29℃,22℃,34℃,18℃,59,16,05/21,102,05/07
26555,莆田,2021年04月历史天气,23℃,17℃,30℃,14℃,70,23,04/24,118,04/28
26556,莆田,2021年03月历史天气,20℃,14℃,29℃,10℃,56,16,03/20,97,03/31
26557,莆田,2021年02月历史天气,20℃,13℃,25℃,9℃,63,20,02/27,106,02/06
26558,莆田,2021年01月历史天气,16℃,9℃,25℃,4℃,61,22,01/02,101,01/13
26559,莆田,2020年12月历史天气,17℃,12℃,24℃,4℃,55,14,12/14,96,12/13
26560,莆田,2020年11月历史天气,24℃,18℃,30℃,15℃,57,19,11/27,96,11/02
26561,莆田,2020年10月历史天气,25℃,20℃,31℃,14℃,52,23,10/21,82,10/09
26562,莆田,2020年09月历史天气,29℃,23℃,36℃,17℃,50,13,09/10,87,09/27
26563,莆田,2020年08月历史天气,33℃,26℃,36℃,25℃,39,9,08/21,70,08/09
26564,莆田,2020年07月历史天气,34℃,27℃,37℃,26℃,46,12,07/31,81,07/25
26565,莆田,2020年06月历史天气,32℃,25℃,36℃,21℃,53,12,06/12,94,06/27
26566,莆田,2020年05月历史天气,28℃,22℃,33℃,20℃,60,30,05/27,90,05/13
26567,莆田,2020年04月历史天气,22℃,14℃,30℃,11℃,78,30,04/06,127,04/16
26568,莆田,2020年03月历史天气,19℃,13℃,27℃,10℃,109,17,03/12,202,03/19
26569,莆田,2020年02月历史天气,17℃,11℃,25℃,7℃,61,10,02/16,112,02/12
26570,莆田,2020年01月历史天气,18℃,12℃,26℃,7℃,79,12,01/17,147,01/22
26571,莆田,2019年12月历史天气,19℃,12℃,26℃,8℃,66,12,12/19,120,12/17
26572,莆田,2019年11月历史天气,22℃,16℃,27℃,13℃,44,19,11/26,70,11/03
26573,莆田,2019年10月历史天气,27℃,21℃,34℃,18℃,63,21,10/05,105,10/02
26574,莆田,2019年09月历史天气,31℃,24℃,33℃,22℃,35,8,09/02,62,09/08
26575,莆田,2019年08月历史天气,32℃,26℃,37℃,25℃,36,8,08/05,64,08/12
26576,莆田,2019年07月历史天气,31℃,26℃,33℃,25℃,31,10,07/31,53,07/20
26577,莆田,2019年06月历史天气,28℃,24℃,33℃,20℃,62,13,06/10,112,06/01
26578,莆田,2019年05月历史天气,25℃,20℃,29℃,16℃,48,18,05/01,79,05/22
26579,莆田,2019年04月历史天气,24℃,18℃,30℃,12℃,81,5,04/03,157,04/07
26580,莆田,2019年03月历史天气,20℃,13℃,28℃,8℃,61,6,03/29,116,03/27
26581,莆田,2019年02月历史天气,17℃,11℃,25℃,9℃,57,3,02/09,111,02/05
26582,莆田,2019年01月历史天气,17℃,11℃,24℃,8℃,49,10,01/15,89,01/20
26583,莆田,2018年12月历史天气,19℃,13℃,28℃,8℃,98,6,12/08,191,12/03
26584,莆田,2018年11月历史天气,22℃,17℃,27℃,14℃,45,8,11/12,82,11/06
26585,莆田,2018年10月历史天气,25℃,19℃,31℃,15℃,53,15,10/16,92,10/30
26586,莆田,2018年09月历史天气,31℃,24℃,34℃,21℃,38,14,09/14,63,09/06
26587,莆田,2018年08月历史天气,31℃,25℃,35℃,24℃,45,17,08/24,74,08/03
26588,莆田,2018年07月历史天气,32℃,25℃,35℃,24℃,45,11,07/11,79,07/31
26589,莆田,2018年06月历史天气,29℃,23℃,34℃,20℃,36,12,06/18,60,06/29
26590,莆田,2018年05月历史天气,30℃,23℃,36℃,19℃,47,20,05/23,74,05/08
26591,莆田,2018年04月历史天气,26℃,17℃,31℃,11℃,51,13,04/06,90,04/03
26592,莆田,2018年03月历史天气,21℃,13℃,27℃,9℃,73,19,03/08,128,03/03
26593,莆田,2018年02月历史天气,15℃,9℃,24℃,3℃,95,17,02/21,173,02/15
26594,莆田,2018年01月历史天气,16℃,10℃,23℃,5℃,42,15,01/06,69,01/01
26595,莆田,2017年12月历史天气,18℃,11℃,24℃,8℃,50,14,12/16,87,12/05
26596,莆田,2017年11月历史天气,23℃,17℃,29℃,12℃,55,0,11/01,110,11/17
26597,莆田,2017年10月历史天气,27℃,19℃,35℃,0℃,0,0,10/01,0,10/01
26598,莆田,2017年09月历史天气,33℃,26℃,37℃,24℃,0,0,09/01,0,09/01
26599,莆田,2017年08月历史天气,34℃,26℃,36℃,26℃,0,0,08/01,0,08/01
26600,莆田,2017年07月历史天气,34℃,26℃,37℃,25℃,0,0,07/01,0,07/01
26601,莆田,2017年06月历史天气,29℃,24℃,34℃,21℃,0,0,06/01,0,06/01
26602,莆田,2017年05月历史天气,28℃,21℃,32℃,19℃,0,0,05/01,0,05/01
26603,莆田,2017年04月历史天气,24℃,17℃,31℃,10℃,0,0,04/01,0,04/01
26604,莆田,2017年03月历史天气,18℃,12℃,23℃,9℃,0,0,03/01,0,03/01
26605,莆田,2017年02月历史天气,17℃,10℃,25℃,6℃,0,0,02/01,0,02/01
26606,莆田,2017年01月历史天气,18℃,12℃,25℃,7℃,0,0,01/01,0,01/01
26607,莆田,2016年12月历史天气,19℃,13℃,25℃,7℃,0,0,12/01,0,12/01
26608,莆田,2016年11月历史天气,23℃,17℃,29℃,13℃,0,0,11/01,0,11/01
26609,莆田,2016年10月历史天气,28℃,23℃,33℃,20℃,0,0,10/01,0,10/01
26610,莆田,2016年09月历史天气,30℃,24℃,33℃,23℃,0,0,09/01,0,09/01
26611,莆田,2016年08月历史天气,32℃,26℃,35℃,24℃,0,0,08/01,0,08/01
26612,莆田,2016年07月历史天气,33℃,26℃,36℃,25℃,0,0,07/01,0,07/01
26613,莆田,2016年06月历史天气,31℃,25℃,36℃,23℃,0,0,06/01,0,06/01
26614,莆田,2016年05月历史天气,28℃,21℃,33℃,17℃,0,0,05/01,0,05/01
26615,莆田,2016年04月历史天气,24℃,17℃,30℃,14℃,0,0,04/01,0,04/01
26616,莆田,2016年03月历史天气,18℃,11℃,24℃,8℃,0,0,03/01,0,03/01
26617,莆田,2016年02月历史天气,15℃,9℃,25℃,4℃,0,0,02/01,0,02/01
26618,莆田,2016年01月历史天气,14℃,10℃,22℃,-1℃,0,0,01/01,0,01/01
26619,莆田,2015年12月历史天气,17℃,13℃,26℃,7℃,0,0,12/01,0,12/01
26620,莆田,2015年11月历史天气,24℃,18℃,31℃,10℃,0,0,11/01,0,11/01
26621,莆田,2015年10月历史天气,26℃,21℃,30℃,18℃,0,0,10/01,0,10/01
26622,莆田,2015年09月历史天气,29℃,23℃,33℃,22℃,0,0,09/01,0,09/01
26623,莆田,2015年08月历史天气,31℃,25℃,35℃,23℃,0,0,08/01,0,08/01
26624,莆田,2015年07月历史天气,32℃,25℃,35℃,24℃,0,0,07/01,0,07/01
26625,莆田,2015年06月历史天气,32℃,25℃,36℃,22℃,0,0,06/01,0,06/01
